key,manual_tier,rating,tier_pin,tier_note,name,pos,team,total,ppg,Bye,Age,PaYds,PaTD,INT,RuAtt,RuYds,RuTD,Tgt,Rec,ReYds,ReTD,Tgt%,Rush%,RZTgt,FGM,FGA,XPM,DefPA,DefSk,DefINT,DefTD,TmYds,TmYdsRk,TmPlays,TmPlaysRk,TmRush,TmRushRk,TmPass,TmPassRk,price
p00-0037256,10,108.74,10,,Rachaad White,RB,WAS,123.0,7.24,7,27,,,,132,572,4,45,40,218,0,8.3,30.2,10,,,,,,,,5619,23,990,27,2290,4,3329,24,
p00-0040162,10,106.74,10,,Dylan Sampson,RB,CLE,71.1,4.74,11,21,,,,65,175,0,40,33,271,2,8.7,18.0,6,,,,,,,,4801,31,1030,19,1649,27,3152,31,
p00-0039875,10,104.74,10,,Ray Davis,RB,BUF,53.1,3.12,7,26,,,,58,275,0,13,10,86,2,2.8,8.8,5,,,,,,,,6695,3,1082,9,2714,1,3981,13,
p00-0037267,10,102.74,10,,Jerome Ford,RB,WAS,30.6,2.35,7,26,,,,24,73,0,32,26,103,0,7.3,7.5,6,,,,,,,,5619,23,990,27,2290,4,3329,24,
p00-0035250,10,100.74,10,,Devin Singletary,RB,NYG,97.8,5.75,8,29,,,,119,437,5,19,18,151,0,4.0,22.9,2,,,,,,,,5898,15,1085,8,2195,5,3703,21,
p00-0033526,10,98.74,10,,Samaje Perine,RB,CIN,69.4,4.63,6,30,,,,84,382,3,21,17,87,0,4.1,23.6,1,,,,,,,,5835,18,1057,16,1591,29,4244,7,
p00-0038797,10,96.74,10,,Emanuel Wilson,RB,SEA,85.0,5.0,11,27,,,,125,496,3,17,15,99,0,3.7,23.6,3,,,,,,,,6159,7,1015,21,2096,11,4063,9,
p00-0039798,10,94.74,10,,Isaiah Davis,RB,NYJ,58.7,3.67,13,24,,,,43,236,1,28,21,186,0,6.3,9.6,2,,,,,,,,4880,29,1010,24,2096,10,2784,32,
p00-0040198,10,92.74,10,,Ollie Gordon II,RB,MIA,50.6,2.98,6,22,,,,70,199,3,9,7,32,1,1.8,16.2,2,,,,,,,,5366,26,949,31,2044,13,3322,25,
p00-0036265,10,90.74,10,,AJ Dillon,RB,CAR,7.6,1.27,5,28,,,,12,60,0,3,3,21,0,1.5,8.2,1,,,,,,,,5281,27,1011,22,1977,19,3304,27,
p00-0038098,10,88.74,10,,Pierre Strong,RB,GB,0.0,0.0,11,27,,,,,,,,,,,,,,,,,,,,,5882,16,1010,23,2037,15,3845,18,
p00-0038705,10,86.74,10,,Emari Demercado,RB,KC,51.8,4.32,5,27,,,,44,312,0,20,13,101,1,4.3,17.8,4,,,,,,,,5759,20,1061,15,1812,25,3947,16,
p00-0035537,10,84.74,10,,Ty Johnson,RB,BUF,88.3,5.19,7,28,,,,50,200,3,33,24,263,2,6.8,8.7,4,,,,,,,,6695,3,1082,9,2714,1,3981,13,
p00-0029892,10,82.74,10,,Kyle Juszczyk,RB,SF,45.0,2.81,8,35,,,,2,-3,0,28,24,213,2,5.5,0.3,5,,,,,,,,6135,8,1082,10,1817,24,4318,6,
p00-0037157,10,80.74,10,,Bam Knight,RB,ARI,81.9,6.83,14,25,,,,82,269,4,31,22,160,1,6.3,31.9,6,,,,,,,,5937,14,1074,12,1583,31,4354,5,
p00-0038951,10,78.74,10,,Sean Tucker,RB,TB,87.4,5.14,10,24,,,,86,320,7,11,8,34,1,1.9,17.7,3,,,,,,,,5702,21,1068,13,1947,21,3755,19,
p00-0037563,10,76.74,10,,Malik Davis,RB,DAL,39.6,3.96,14,27,,,,52,250,2,5,2,16,0,1.4,16.6,0,,,,,,,,6871,1,1120,1,2136,9,4735,1,
p00-0040179,10,74.74,10,,DJ Giddens,RB,IND,9.6,1.92,13,23,,,,26,96,0,2,0,0,0,1.3,16.4,1,,,,,,,,6092,9,1018,20,2007,17,4085,8,
p00-0039407,10,72.74,10,,Dylan Laube,RB,LV,4.2,0.25,13,26,,,,7,9,0,4,3,18,0,0.8,2.6,0,,,,,,,,4632,32,948,32,1317,32,3315,26,
